"","Species","PassNonPass","IOCOrder","BLFamilyLatin","BLFamilyEnglish","Bodymass","ForStrat.watbelowsurf","ForStrat.wataroundsurf","ForStrat.ground","ForStrat.understory","ForStrat.midhigh","ForStrat.canopy","ForStrat.aerial","PelagicSpecialist","Diet.5Cat","Diet.Inv","Diet.Vend","Diet.Vect","Diet.Vfish","Diet.Vunk","Diet.Scav","Diet.Fruit","Diet.Nect","Diet.Seed","Diet.PlantO"
"631","Epinecrophylla spodionota","Passeriformes","Passeriformes","Thamnophilidae","Antbirds",10.7,0,0,0,50,50,0,0,0,"Invertebrate",100,0,0,0,0,0,0,0,0,0
"632","Eremomela scotops","Passeriformes","Passeriformes","Sylviidae","Old World warblers",8.99,0,0,0,20,0,80,0,0,"Invertebrate",100,0,0,0,0,0,0,0,0,0
"633","Eremomela usticollis","Passeriformes","Passeriformes","Sylviidae","Old World warblers",8.39,0,0,0,0,0,100,0,0,"Invertebrate",100,0,0,0,0,0,0,0,0,0
"634","Eremophila alpestris","Passeriformes","Passeriformes","Alaudidae","Larks",33.33,0,0,100,0,0,0,0,0,"Omnivore",50,0,0,0,0,0,0,0,50,0
"635","Eremopterix leucotis","Passeriformes","Passeriformes","Alaudidae","Larks",16.4,0,0,100,0,0,0,0,0,"Omnivore",50,0,0,0,0,0,0,0,50,0
"636","Ergaticus ruber","Passeriformes","Passeriformes","Parulidae","New World warblers",8.1,0,0,0,70,30,0,0,0,"Invertebrate",100,0,0,0,0,0,0,0,0,0
"637","Erithacus rubecula","Passeriformes","Passeriformes","Muscicapidae","Chats and Old World flycatchers",17.7,0,0,50,50,0,0,0,0,"Omnivore",40,0,10,10,0,10,20,0,10,0
"638","Erythrogonys cinctus","Nonpasseriformes","Charadriiformes","Charadriidae","Plovers",51.4,0,50,50,0,0,0,0,0,"Invertebrate",60,0,0,0,0,0,0,0,40,0
"639","Erythropygia barbata","Passeriformes","Passeriformes","Muscicapidae","Chats and Old World flycatchers",23.31,0,0,50,50,0,0,0,0,"Invertebrate",100,0,0,0,0,0,0,0,0,0
"640","Erythropygia galactotes","Passeriformes","Passeriformes","Muscicapidae","Chats and Old World flycatchers",20.3,0,0,70,30,0,0,0,0,"Invertebrate",60,0,0,0,0,0,20,0,20,0
"641","Erythropygia leucophrys","Passeriformes","Passeriformes","Muscicapidae","Chats and Old World flycatchers",16.49,0,0,80,20,0,0,0,0,"Invertebrate",90,0,0,0,0,0,10,0,0,0
"642","Erythropygia quadrivirgata","Passeriformes","Passeriformes","Muscicapidae","Chats and Old World flycatchers",26.1,0,0,100,0,0,0,0,0,"Invertebrate",100,0,0,0,0,0,0,0,0,0
"643","Erythrura psittacea","Passeriformes","Passeriformes","Estrildidae","Waxbills, grass finches, munias and allies",11.5,0,0,50,50,0,0,0,0,"Omnivore",20,0,0,0,0,0,40,0,40,0
"644","Erythrura trichroa","Passeriformes","Passeriformes","Estrildidae","Waxbills, grass finches, munias and allies",14.39,0,0,50,50,0,0,0,0,"PlantSeed",20,0,0,0,0,0,10,0,70,0
"645","Estrilda astrild","Passeriformes","Passeriformes","Estrildidae","Waxbills, grass finches, munias and allies",8.29,0,0,50,50,0,0,0,0,"PlantSeed",0,0,0,0,0,0,0,0,100,0
"646","Estrilda atricapilla","Passeriformes","Passeriformes","Estrildidae","Waxbills, grass finches, munias and allies",7.8,0,0,100,0,0,0,0,0,"Invertebrate",60,0,0,0,0,0,0,0,40,0
"647","Estrilda caerulescens","Passeriformes","Passeriformes","Estrildidae","Waxbills, grass finches, munias and allies",9.4,0,0,33,33,33,0,0,0,"PlantSeed",0,0,0,0,0,0,0,0,100,0
"648","Estrilda melanotis","Passeriformes","Passeriformes","Estrildidae","Waxbills, grass finches, munias and allies",6.51,0,0,60,20,20,0,0,0,"PlantSeed",30,0,0,0,0,0,0,0,70,0
"649","Estrilda melpoda","Passeriformes","Passeriformes","Estrildidae","Waxbills, grass finches, munias and allies",7.6,0,0,50,50,0,0,0,0,"PlantSeed",40,0,0,0,0,0,0,0,60,0
"650","Estrilda perreini","Passeriformes","Passeriformes","Estrildidae","Waxbills, grass finches, munias and allies",7.4,0,0,33,33,33,0,0,0,"PlantSeed",10,0,0,0,0,0,10,10,70,0
"651","Estrilda quartinia","Passeriformes","Passeriformes","Estrildidae","Waxbills, grass finches, munias and allies",6.7,0,0,40,40,20,0,0,0,"PlantSeed",40,0,0,0,0,0,0,0,60,0
"652","Estrilda rhodopyga","Passeriformes","Passeriformes","Estrildidae","Waxbills, grass finches, munias and allies",7.7,0,0,50,50,0,0,0,0,"PlantSeed",30,0,0,0,0,0,0,0,40,30
"653","Estrilda troglodytes","Passeriformes","Passeriformes","Estrildidae","Waxbills, grass finches, munias and allies",7.6,0,0,50,50,0,0,0,0,"PlantSeed",20,0,0,0,0,0,0,0,80,0
"654","Eubucco versicolor","Nonpasseriformes","Piciformes","Ramphastidae","Toucans and barbets",32.8,0,0,0,33,33,33,0,0,"FruiNect",20,0,0,0,0,0,80,0,0,0
"655","Eucometis penicillata","Passeriformes","Passeriformes","Thraupidae","Tanagers",27,0,0,0,90,10,0,0,0,"Invertebrate",80,0,0,0,0,0,20,0,0,0
"656","Eudynamys orientalis","Nonpasseriformes","Cuculiformes","Cuculidae","Cuckoos",194.92,0,0,0,0,20,80,0,0,"FruiNect",10,0,0,0,0,0,80,10,0,0
"657","Eudyptula minor","Nonpasseriformes","Sphenisciformes","Spheniscidae","Penguins",1107.82,100,0,0,0,0,0,0,1,"VertFishScav",20,0,0,80,0,0,0,0,0,0
"658","Eugenes fulgens","Nonpasseriformes","Apodiformes","Trochilidae","Hummingbirds",8,0,0,0,60,30,0,10,0,"FruiNect",10,0,0,0,0,0,0,90,0,0
"659","Eugralla paradoxa","Passeriformes","Passeriformes","Rhinocryptidae","Tapaculos",44,0,0,100,0,0,0,0,0,"Invertebrate",100,0,0,0,0,0,0,0,0,0
"660","Eulacestoma nigropectus","Passeriformes","Passeriformes","Falcunculidae","Shrike-tits",20,0,0,50,50,0,0,0,0,"Invertebrate",100,0,0,0,0,0,0,0,0,0
"661","Eunymphicus uvaeensis","Nonpasseriformes","Psittaciformes","Psittacidae","Parrots",130,0,0,0,50,50,0,0,0,"FruiNect",0,0,0,0,0,0,30,60,0,10
"662","Eupetomena macroura","Nonpasseriformes","Apodiformes","Trochilidae","Hummingbirds",9,0,0,0,0,60,30,10,0,"FruiNect",10,0,0,0,0,0,0,90,0,0
"663","Euphonia chalybea","Passeriformes","Passeriformes","Thraupidae","Tanagers",19,0,0,0,50,50,0,0,0,"FruiNect",10,0,0,0,0,0,90,0,0,0
"664","Euphonia chlorotica","Passeriformes","Passeriformes","Thraupidae","Tanagers",11,0,0,0,0,10,90,0,0,"FruiNect",0,0,0,0,0,0,100,0,0,0
"665","Euphonia gouldi","Passeriformes","Passeriformes","Thraupidae","Tanagers",14,0,0,0,10,40,50,0,0,"FruiNect",0,0,0,0,0,0,100,0,0,0
"666","Euphonia hirundinacea","Passeriformes","Passeriformes","Thraupidae","Tanagers",14,0,0,0,0,70,30,0,0,"FruiNect",10,0,0,0,0,0,90,0,0,0
"667","Euphonia laniirostris","Passeriformes","Passeriformes","Thraupidae","Tanagers",15,0,0,0,0,70,30,0,0,"FruiNect",0,0,0,0,0,0,100,0,0,0
"668","Euphonia luteicapilla","Passeriformes","Passeriformes","Thraupidae","Tanagers",13,0,0,0,0,30,70,0,0,"FruiNect",0,0,0,0,0,0,100,0,0,0
"669","Euphonia mesochrysa","Passeriformes","Passeriformes","Thraupidae","Tanagers",13,0,0,0,0,30,70,0,0,"FruiNect",0,0,0,0,0,0,100,0,0,0
"670","Euphonia minuta","Passeriformes","Passeriformes","Thraupidae","Tanagers",10,0,0,0,0,30,70,0,0,"Invertebrate",60,0,0,0,0,0,40,0,0,0
"671","Euphonia pectoralis","Passeriformes","Passeriformes","Thraupidae","Tanagers",14.4,0,0,0,0,30,70,0,0,"FruiNect",20,0,0,0,0,0,70,10,0,0
"672","Euphonia plumbea","Passeriformes","Passeriformes","Thraupidae","Tanagers",8.9,0,0,0,30,40,30,0,0,"FruiNect",0,0,0,0,0,0,100,0,0,0
"673","Euphonia violacea","Passeriformes","Passeriformes","Thraupidae","Tanagers",15,0,0,0,30,40,30,0,0,"FruiNect",0,0,0,0,0,0,100,0,0,0
"674","Euphonia xanthogaster","Passeriformes","Passeriformes","Thraupidae","Tanagers",13,0,0,0,20,60,20,0,0,"FruiNect",0,0,0,0,0,0,90,0,0,10
"675","Euplectes albonotatus","Passeriformes","Passeriformes","Ploceidae","Weavers and allies",21.05,0,0,25,25,25,25,0,0,"PlantSeed",20,0,0,0,0,0,0,10,70,0
"676","Euplectes ardens","Passeriformes","Passeriformes","Ploceidae","Weavers and allies",19.02,0,0,40,40,20,0,0,0,"Omnivore",20,0,0,0,0,0,20,20,40,0
"677","Euplectes axillaris","Passeriformes","Passeriformes","Ploceidae","Weavers and allies",25.12,0,0,0,30,70,0,0,0,"PlantSeed",20,0,0,0,0,0,0,0,80,0
"678","Euplectes capensis","Passeriformes","Passeriformes","Ploceidae","Weavers and allies",30.51,0,0,0,0,40,60,0,0,"PlantSeed",40,0,0,0,0,0,0,0,60,0
"679","Euplectes hartlaubi","Passeriformes","Passeriformes","Ploceidae","Weavers and allies",35.5,0,0,0,0,30,70,0,0,"Omnivore",30,0,0,0,0,0,30,0,40,0
"680","Euplectes hordeaceus","Passeriformes","Passeriformes","Ploceidae","Weavers and allies",19.37,0,0,90,10,0,0,0,0,"PlantSeed",30,0,0,0,0,0,0,0,70,0
"681","Euplectes jacksoni","Passeriformes","Passeriformes","Ploceidae","Weavers and allies",37.03,0,0,0,0,90,10,0,0,"PlantSeed",20,0,0,0,0,0,0,0,80,0
"682","Euplectes macroura","Passeriformes","Passeriformes","Ploceidae","Weavers and allies",21.66,0,0,0,20,60,20,0,0,"PlantSeed",20,0,0,0,0,0,0,0,80,0
"683","Euplectes orix","Passeriformes","Passeriformes","Ploceidae","Weavers and allies",22.97,0,0,0,0,20,80,0,0,"Omnivore",50,0,0,0,0,0,0,0,50,0
"684","Euplectes progne","Passeriformes","Passeriformes","Ploceidae","Weavers and allies",35.1,0,0,0,0,100,0,0,0,"PlantSeed",20,0,0,0,0,0,0,0,80,0
"685","Eurocephalus rueppelli","Passeriformes","Passeriformes","Laniidae","Shrikes",50.6,0,0,60,20,20,0,0,0,"Invertebrate",80,0,0,0,0,0,20,0,0,0
"686","Eurystomus glaucurus","Nonpasseriformes","Coraciiformes","Coraciidae","Rollers",110,0,0,10,10,20,30,30,0,"Invertebrate",90,0,10,0,0,0,0,0,0,0
"687","Euscarthmus meloryphus","Passeriformes","Passeriformes","Tyrannidae","Tyrant-flycatchers",6.8,0,0,0,100,0,0,0,0,"Invertebrate",100,0,0,0,0,0,0,0,0,0
"688","Euscarthmus rufomarginatus","Passeriformes","Passeriformes","Tyrannidae","Tyrant-flycatchers",6,0,0,20,80,0,0,0,0,"Invertebrate",80,0,0,0,0,0,20,0,0,0
"689","Eutoxeres aquila","Nonpasseriformes","Apodiformes","Trochilidae","Hummingbirds",10.6,0,0,0,100,0,0,0,0,"FruiNect",10,0,0,0,0,0,0,90,0,0
"690","Eutoxeres condamini","Nonpasseriformes","Apodiformes","Trochilidae","Hummingbirds",10.79,0,0,0,100,0,0,0,0,"FruiNect",10,0,0,0,0,0,0,90,0,0
"691","Falco biarmicus","Nonpasseriformes","Falconiformes","Falconidae","Falcons and caracaras",606.09,0,0,30,30,20,10,10,0,"VertFishScav",10,80,10,0,0,0,0,0,0,0
"692","Falco femoralis","Nonpasseriformes","Falconiformes","Falconidae","Falcons and caracaras",335.76,0,0,30,30,20,10,10,0,"Omnivore",50,40,10,0,0,0,0,0,0,0
"693","Falco naumanni","Nonpasseriformes","Falconiformes","Falconidae","Falcons and caracaras",152.06,0,0,40,20,20,0,20,0,"Invertebrate",100,0,0,0,0,0,0,0,0,0
"694","Falco novaeseelandiae","Nonpasseriformes","Falconiformes","Falconidae","Falcons and caracaras",418.6,0,0,40,20,20,0,20,0,"VertFishScav",10,70,10,0,0,10,0,0,0,0
"695","Falco subbuteo","Nonpasseriformes","Falconiformes","Falconidae","Falcons and caracaras",208.17,0,0,0,33,33,0,33,0,"Invertebrate",70,30,0,0,0,0,0,0,0,0
"696","Falco tinnunculus","Nonpasseriformes","Falconiformes","Falconidae","Falcons and caracaras",183.21,0,0,80,10,10,0,0,0,"VertFishScav",10,90,0,0,0,0,0,0,0,0
"697","Ficedula albicollis","Passeriformes","Passeriformes","Muscicapidae","Chats and Old World flycatchers",12.69,0,0,0,0,20,80,0,0,"Invertebrate",90,0,0,0,0,0,10,0,0,0
"698","Ficedula hypoleuca","Passeriformes","Passeriformes","Muscicapidae","Chats and Old World flycatchers",13.79,0,0,0,33,33,33,0,0,"Invertebrate",100,0,0,0,0,0,0,0,0,0
"699","Ficedula parva","Passeriformes","Passeriformes","Muscicapidae","Chats and Old World flycatchers",10.8,0,0,0,30,50,20,0,0,"Invertebrate",100,0,0,0,0,0,0,0,0,0
"700","Ficedula semitorquata","Passeriformes","Passeriformes","Muscicapidae","Chats and Old World flycatchers",14.4,0,0,0,20,40,40,0,0,"Invertebrate",100,0,0,0,0,0,0,0,0,0
"701","Florisuga fusca","Nonpasseriformes","Apodiformes","Trochilidae","Hummingbirds",8.1,0,0,0,30,60,0,10,0,"FruiNect",10,0,0,0,0,0,0,90,0,0
"702","Florisuga mellivora","Nonpasseriformes","Apodiformes","Trochilidae","Hummingbirds",7.4,0,0,0,10,40,30,20,0,"FruiNect",10,0,0,0,0,0,0,90,0,0
"703","Fluvicola nengeta","Passeriformes","Passeriformes","Tyrannidae","Tyrant-flycatchers",21,0,0,60,40,0,0,0,0,"Invertebrate",100,0,0,0,0,0,0,0,0,0
"704","Formicarius analis","Passeriformes","Passeriformes","Formicariidae","Antthrushes and antpittas",62.19,0,0,100,0,0,0,0,0,"Invertebrate",80,0,0,0,10,0,10,0,0,0
"705","Formicarius colma","Passeriformes","Passeriformes","Formicariidae","Antthrushes and antpittas",47,0,0,80,20,0,0,0,0,"Invertebrate",100,0,0,0,0,0,0,0,0,0
"706","Formicarius rufipectus","Passeriformes","Passeriformes","Formicariidae","Antthrushes and antpittas",74.4,0,0,100,0,0,0,0,0,"Invertebrate",90,0,10,0,0,0,0,0,0,0
"707","Formicivora grisea","Passeriformes","Passeriformes","Thamnophilidae","Antbirds",10.36,0,0,20,40,40,0,0,0,"Invertebrate",100,0,0,0,0,0,0,0,0,0
"708","Formicivora melanogaster","Passeriformes","Passeriformes","Thamnophilidae","Antbirds",10.5,0,0,40,40,20,0,0,0,"Invertebrate",100,0,0,0,0,0,0,0,0,0
"709","Formicivora rufa","Passeriformes","Passeriformes","Thamnophilidae","Antbirds",10.8,0,0,50,50,0,0,0,0,"Invertebrate",100,0,0,0,0,0,0,0,0,0
"710","Formicivora serrana","Passeriformes","Passeriformes","Thamnophilidae","Antbirds",11.4,0,0,50,50,0,0,0,0,"Invertebrate",100,0,0,0,0,0,0,0,0,0
"711","Forpus xanthopterygius","Nonpasseriformes","Psittaciformes","Psittacidae","Parrots",31,0,0,100,0,0,0,0,0,"Omnivore",0,0,0,0,0,0,50,0,50,0
"712","Francolinus afer","Nonpasseriformes","Galliformes","Phasianidae","Grouse, pheasants and partridges",454.81,0,0,100,0,0,0,0,0,"PlantSeed",10,0,0,0,0,0,20,0,0,70
"713","Francolinus hildebrandti","Nonpasseriformes","Galliformes","Phasianidae","Grouse, pheasants and partridges",531.98,0,0,100,0,0,0,0,0,"PlantSeed",10,0,0,0,0,0,0,0,30,60
"714","Francolinus levaillantii","Nonpasseriformes","Galliformes","Phasianidae","Grouse, pheasants and partridges",430.88,0,0,100,0,0,0,0,0,"PlantSeed",40,0,0,0,0,0,0,0,0,60
"715","Fraseria cinerascens","Passeriformes","Passeriformes","Muscicapidae","Chats and Old World flycatchers",23.1,0,0,70,30,0,0,0,0,"Invertebrate",90,0,0,0,0,0,10,0,0,0
"716","Frederickena unduligera","Passeriformes","Passeriformes","Thamnophilidae","Antbirds",83,0,0,40,40,20,0,0,0,"Invertebrate",100,0,0,0,0,0,0,0,0,0
"717","Frederickena viridis","Passeriformes","Passeriformes","Thamnophilidae","Antbirds",76,0,0,40,60,0,0,0,0,"Invertebrate",100,0,0,0,0,0,0,0,0,0
"718","Fregata andrewsi","Nonpasseriformes","Suliformes","Fregatidae","Frigatebirds",1473.09,20,80,0,0,0,0,0,1,"VertFishScav",40,10,0,40,0,10,0,0,0,0
"719","Fregata minor","Nonpasseriformes","Suliformes","Fregatidae","Frigatebirds",1274.67,20,80,0,0,0,0,0,1,"VertFishScav",20,0,0,60,10,10,0,0,0,0
"720","Fringilla coelebs","Passeriformes","Passeriformes","Fringillidae","Finches and Hawaiian honeycreepers",23.81,0,0,40,30,30,0,0,0,"Invertebrate",60,0,0,0,0,0,0,0,20,20
"721","Fringilla montifringilla","Passeriformes","Passeriformes","Fringillidae","Finches and Hawaiian honeycreepers",23.19,0,0,60,20,20,0,0,0,"Omnivore",20,0,0,0,0,0,40,0,40,0
"722","Furnarius leucopus","Passeriformes","Passeriformes","Furnariidae","Ovenbirds",54.8,0,0,100,0,0,0,0,0,"Invertebrate",100,0,0,0,0,0,0,0,0,0
"723","Furnarius rufus","Passeriformes","Passeriformes","Furnariidae","Ovenbirds",46.42,0,0,70,30,0,0,0,0,"Invertebrate",80,0,0,0,0,0,0,0,20,0
"724","Galbula albirostris","Nonpasseriformes","Piciformes","Galbulidae","Jacamars",22.1,0,0,0,50,50,0,0,0,"Invertebrate",100,0,0,0,0,0,0,0,0,0
"725","Galbula cyanescens","Nonpasseriformes","Piciformes","Galbulidae","Jacamars",25.3,0,0,0,0,100,0,0,0,"Invertebrate",100,0,0,0,0,0,0,0,0,0
"726","Galbula cyanicollis","Nonpasseriformes","Piciformes","Galbulidae","Jacamars",23.23,0,0,0,50,50,0,0,0,"Invertebrate",100,0,0,0,0,0,0,0,0,0
"727","Galbula ruficauda","Nonpasseriformes","Piciformes","Galbulidae","Jacamars",26.5,0,0,0,50,50,0,0,0,"Invertebrate",100,0,0,0,0,0,0,0,0,0
"728","Galerida cristata","Passeriformes","Passeriformes","Alaudidae","Larks",42.68,0,0,100,0,0,0,0,0,"PlantSeed",40,0,0,0,0,0,0,0,40,20
"729","Galerida modesta","Passeriformes","Passeriformes","Alaudidae","Larks",20.2,0,0,100,0,0,0,0,0,"Omnivore",50,0,0,0,0,0,0,0,50,0
"730","Gallus gallus","Nonpasseriformes","Galliformes","Phasianidae","Grouse, pheasants and partridges",751.72,0,0,100,0,0,0,0,0,"Omnivore",30,0,0,0,0,0,20,0,20,30
"731","Garrulus glandarius","Passeriformes","Passeriformes","Corvidae","Crows and jays",159.46,0,0,60,20,20,0,0,0,"Omnivore",40,10,0,0,0,0,30,0,20,0
"732","Geothlypis aequinoctialis","Passeriformes","Passeriformes","Parulidae","New World warblers",13.1,0,0,0,100,0,0,0,0,"Invertebrate",100,0,0,0,0,0,0,0,0,0
"733","Geothlypis poliocephala","Passeriformes","Passeriformes","Parulidae","New World warblers",14.6,0,0,20,80,0,0,0,0,"Invertebrate",100,0,0,0,0,0,0,0,0,0
"734","Geothlypis trichas","Passeriformes","Passeriformes","Parulidae","New World warblers",9.54,0,0,0,80,20,0,0,0,"Invertebrate",100,0,0,0,0,0,0,0,0,0
"735","Geotrygon frenata","Nonpasseriformes","Columbiformes","Columbidae","Doves and pigeons",307,0,0,100,0,0,0,0,0,"Omnivore",30,0,0,0,0,0,20,0,50,0
"736","Geotrygon montana","Nonpasseriformes","Columbiformes","Columbidae","Doves and pigeons",133.86,0,0,100,0,0,0,0,0,"Omnivore",20,0,0,0,0,0,30,0,50,0
"737","Geotrygon violacea","Nonpasseriformes","Columbiformes","Columbidae","Doves and pigeons",95.2,0,0,100,0,0,0,0,0,"Omnivore",10,0,0,0,0,0,40,0,50,0
"738","Gerygone flavolateralis","Passeriformes","Passeriformes","Acanthizidae","Thornbills and gerygones",6.3,0,0,0,20,60,20,0,0,"Invertebrate",100,0,0,0,0,0,0,0,0,0
"739","Gerygone igata","Passeriformes","Passeriformes","Acanthizidae","Thornbills and gerygones",6.4,0,0,0,40,40,20,0,0,"Invertebrate",80,0,0,0,0,0,10,0,10,0
"740","Gerygone mouki","Passeriformes","Passeriformes","Acanthizidae","Thornbills and gerygones",5.2,0,0,0,33,33,33,0,0,"Invertebrate",100,0,0,0,0,0,0,0,0,0
"741","Gerygone palpebrosa","Passeriformes","Passeriformes","Acanthizidae","Thornbills and gerygones",7.4,0,0,0,20,60,20,0,0,"Invertebrate",100,0,0,0,0,0,0,0,0,0
"742","Glaucidium brasilianum","Nonpasseriformes","Strigiformes","Strigidae","Owls",75.1,0,0,80,10,10,0,0,0,"Invertebrate",60,20,20,0,0,0,0,0,0,0
"743","Glaucidium perlatum","Nonpasseriformes","Strigiformes","Strigidae","Owls",79.24,0,0,70,10,20,0,0,0,"Invertebrate",60,30,10,0,0,0,0,0,0,0
"744","Glaucis hirsutus","Nonpasseriformes","Apodiformes","Trochilidae","Hummingbirds",6.76,0,0,0,100,0,0,0,0,"FruiNect",10,0,0,0,0,0,0,90,0,0
"745","Glyphorynchus spirurus","Passeriformes","Passeriformes","Dendrocolaptidae","Woodcreepers",14.6,0,0,0,0,40,60,0,0,"Invertebrate",100,0,0,0,0,0,0,0,0,0
"746","Gnorimopsar chopi","Passeriformes","Passeriformes","Icteridae","New World blackbirds",65.9,0,0,60,10,30,0,0,0,"Omnivore",40,0,0,0,0,0,20,0,30,10
"747","Grallaria blakei","Passeriformes","Passeriformes","Formicariidae","Antthrushes and antpittas",42.26,0,0,100,0,0,0,0,0,"Invertebrate",100,0,0,0,0,0,0,0,0,0
"748","Grallaria carrikeri","Passeriformes","Passeriformes","Formicariidae","Antthrushes and antpittas",109.1,0,0,100,0,0,0,0,0,"Invertebrate",100,0,0,0,0,0,0,0,0,0
"749","Grallaria guatimalensis","Passeriformes","Passeriformes","Formicariidae","Antthrushes and antpittas",94.2,0,0,80,20,0,0,0,0,"Invertebrate",100,0,0,0,0,0,0,0,0,0
"750","Grallaria hypoleuca","Passeriformes","Passeriformes","Formicariidae","Antthrushes and antpittas",73.7,0,0,100,0,0,0,0,0,"Invertebrate",100,0,0,0,0,0,0,0,0,0
"751","Grallaria squamigera","Passeriformes","Passeriformes","Formicariidae","Antthrushes and antpittas",136,0,0,100,0,0,0,0,0,"Invertebrate",100,0,0,0,0,0,0,0,0,0
"752","Grallaricula ferrugineipectus","Passeriformes","Passeriformes","Formicariidae","Antthrushes and antpittas",17.2,0,0,100,0,0,0,0,0,"Invertebrate",100,0,0,0,0,0,0,0,0,0
"753","Grallaricula flavirostris","Passeriformes","Passeriformes","Formicariidae","Antthrushes and antpittas",17.7,0,0,60,40,0,0,0,0,"Invertebrate",100,0,0,0,0,0,0,0,0,0
"754","Grallaricula peruviana","Passeriformes","Passeriformes","Formicariidae","Antthrushes and antpittas",18.8,0,0,70,20,10,0,0,0,"Invertebrate",80,0,0,0,0,0,20,0,0,0
"755","Grallina cyanoleuca","Passeriformes","Passeriformes","Monarchidae","Monarchs",82.57,0,0,100,0,0,0,0,0,"Invertebrate",70,0,20,0,0,0,0,0,10,0
"756","Granatellus pelzelni","Passeriformes","Passeriformes","Cardinalidae","Grosbeaks, saltators and allies",11.2,0,0,0,0,100,0,0,0,"Invertebrate",100,0,0,0,0,0,0,0,0,0
"757","Gubernatrix cristata","Passeriformes","Passeriformes","Emberizidae","Buntings, American sparrows and allies",47.6,0,0,60,30,10,0,0,0,"PlantSeed",0,0,0,0,0,0,0,0,100,0
"758","Gyalophylax hellmayri","Passeriformes","Passeriformes","Furnariidae","Ovenbirds",25.49,0,0,50,50,0,0,0,0,"Invertebrate",80,0,0,0,0,0,0,0,20,0
"759","Gymnopithys leucaspis","Passeriformes","Passeriformes","Thamnophilidae","Antbirds",27.2,0,0,60,40,0,0,0,0,"Invertebrate",90,0,10,0,0,0,0,0,0,0
"760","Gymnopithys rufigula","Passeriformes","Passeriformes","Thamnophilidae","Antbirds",29.1,0,0,60,40,0,0,0,0,"Invertebrate",90,0,10,0,0,0,0,0,0,0
"761","Gymnopithys salvini","Passeriformes","Passeriformes","Thamnophilidae","Antbirds",25.9,0,0,60,40,0,0,0,0,"Invertebrate",100,0,0,0,0,0,0,0,0,0
"762","Gymnorhina tibicen","Passeriformes","Passeriformes","Cracticidae","Butcherbirds",284.87,0,0,100,0,0,0,0,0,"Invertebrate",70,10,10,0,0,10,0,0,0,0
"763","Habia fuscicauda","Passeriformes","Passeriformes","Cardinalidae","Grosbeaks, saltators and allies",36.84,0,0,10,60,30,0,0,0,"Invertebrate",70,0,0,0,0,0,20,0,10,0
"764","Habia rubica","Passeriformes","Passeriformes","Cardinalidae","Grosbeaks, saltators and allies",32.46,0,0,0,40,60,0,0,0,"Invertebrate",80,0,0,0,0,0,20,0,0,0
"765","Haematopus longirostris","Nonpasseriformes","Charadriiformes","Haematopodidae","Oystercatchers",613.88,0,0,100,0,0,0,0,0,"Invertebrate",90,0,0,10,0,0,0,0,0,0
"766","Halcyon albiventris","Nonpasseriformes","Coraciiformes","Alcedinidae","Kingfishers",65.1,10,0,70,10,10,0,0,0,"Invertebrate",70,10,20,0,0,0,0,0,0,0
"767","Halcyon chelicuti","Nonpasseriformes","Coraciiformes","Alcedinidae","Kingfishers",43.24,0,0,80,10,10,0,0,0,"Invertebrate",90,0,0,0,10,0,0,0,0,0
"768","Halcyon leucocephala","Nonpasseriformes","Coraciiformes","Alcedinidae","Kingfishers",41.8,0,10,70,10,10,0,0,0,"Invertebrate",80,0,10,10,0,0,0,0,0,0
"769","Halcyon malimbica","Nonpasseriformes","Coraciiformes","Alcedinidae","Kingfishers",91.8,0,0,80,10,10,0,0,0,"Invertebrate",70,10,10,10,0,0,0,0,0,0
"770","Halcyon senegalensis","Nonpasseriformes","Coraciiformes","Alcedinidae","Kingfishers",73.44,0,10,60,10,20,0,0,0,"Invertebrate",90,0,0,0,10,0,0,0,0,0
"771","Haplophaedia aureliae","Nonpasseriformes","Apodiformes","Trochilidae","Hummingbirds",5.2,0,0,0,60,30,10,0,0,"FruiNect",10,0,0,0,0,0,0,90,0,0
